cik,company.name,form.type,date.filed,accession.number,period.of.report,fiscal.yr.end,filer.no,filer.company.name,filer.cik,sic,irs,state.of.incorp,business.street1,business.street2,business.city,business.state,business.zip,mail.street1,mail.street2,mail.city,mail.state,mail.zip
1016281,CARRIAGE SERVICES INC,10-Q,10/30/19,0001016281-19-000110,9/30/19,1231,1, CARRIAGE SERVICES INC,1016281,7363,760423828, DE,3040 POST OAK BOULEVARD,SUITE 300,HOUSTON,TX,77056,3040 POST OAK BOULEVARD,SUITE 300,HOUSTON,TX,77056
1016281,CARRIAGE SERVICES INC,10-Q,5/27/20,0001016281-20-000121,3/31/20,1231,1, CARRIAGE SERVICES INC,1016281,7363,760423828, DE,3040 POST OAK BOULEVARD,SUITE 300,HOUSTON,TX,77056,3040 POST OAK BOULEVARD,SUITE 300,HOUSTON,TX,77056
1016281,CARRIAGE SERVICES INC,10-Q,8/4/20,0001016281-20-000158,6/30/20,1231,1, CARRIAGE SERVICES INC,1016281,7363,760423828, DE,3040 POST OAK BOULEVARD,SUITE 300,HOUSTON,TX,77056,3040 POST OAK BOULEVARD,SUITE 300,HOUSTON,TX,77056
1016281,CARRIAGE SERVICES INC,10-Q,11/3/20,0001016281-20-000184,9/30/20,1231,1, CARRIAGE SERVICES INC,1016281,7363,760423828, DE,3040 POST OAK BOULEVARD,SUITE 300,HOUSTON,TX,77056,3040 POST OAK BOULEVARD,SUITE 300,HOUSTON,TX,77056
1016281,CARRIAGE SERVICES INC,10-Q,5/5/21,0001016281-21-000112,3/31/21,1231,1, CARRIAGE SERVICES INC,1016281,7363,760423828, DE,3040 POST OAK BOULEVARD,SUITE 300,HOUSTON,TX,77056,3040 POST OAK BOULEVARD,SUITE 300,HOUSTON,TX,77056
1016281,CARRIAGE SERVICES INC,10-Q,8/4/21,0001016281-21-000158,6/30/21,1231,1, CARRIAGE SERVICES INC,1016281,7363,760423828, DE,3040 POST OAK BOULEVARD,SUITE 300,HOUSTON,TX,77056,3040 POST OAK BOULEVARD,SUITE 300,HOUSTON,TX,77056
1016281,CARRIAGE SERVICES INC,10-Q,11/3/21,0001016281-21-000203,9/30/21,1231,1, CARRIAGE SERVICES INC,1016281,7363,760423828, DE,3040 POST OAK BOULEVARD,SUITE 300,HOUSTON,TX,77056,3040 POST OAK BOULEVARD,SUITE 300,HOUSTON,TX,77056
1028918,PACIFIC PREMIER BANCORP INC,10-Q,5/10/17,0001028918-17-000133,5/10/17,1231,1, PACIFIC PREMIER BANCORP INC,1028918,7363,330743196, DE,17901 VON KARMAN AVE,SUITE 1200,IRVINE,CA,92614,17901 VON KARMAN AVE,SUITE 1200,IRVINE,CA,92614
1028918,PACIFIC PREMIER BANCORP INC,10-Q,8/4/17,0001028918-17-000164,6/30/17,1231,1, PACIFIC PREMIER BANCORP INC,1028918,7363,330743196, DE,17901 VON KARMAN AVE,SUITE 1200,IRVINE,CA,92614,17901 VON KARMAN AVE,SUITE 1200,IRVINE,CA,92614
1028918,PACIFIC PREMIER BANCORP INC,10-Q,11/7/17,0001028918-17-000249,9/30/17,1231,1, PACIFIC PREMIER BANCORP INC,1028918,7363,330743196, DE,17901 VON KARMAN AVE,SUITE 1200,IRVINE,CA,92614,17901 VON KARMAN AVE,SUITE 1200,IRVINE,CA,92614
1028918,PACIFIC PREMIER BANCORP INC,10-Q,5/10/18,0001028918-18-000140,3/31/18,1231,1, PACIFIC PREMIER BANCORP INC,1028918,7363,330743196, DE,17901 VON KARMAN AVE,SUITE 1200,IRVINE,CA,92614,17901 VON KARMAN AVE,SUITE 1200,IRVINE,CA,92614
1028918,PACIFIC PREMIER BANCORP INC,10-Q,8/8/18,0001028918-18-000173,6/30/18,1231,1, PACIFIC PREMIER BANCORP INC,1028918,7363,330743196, DE,17901 VON KARMAN AVE,SUITE 1200,IRVINE,CA,92614,17901 VON KARMAN AVE,SUITE 1200,IRVINE,CA,92614
1028918,PACIFIC PREMIER BANCORP INC,10-Q,11/8/18,0001028918-18-000209,9/30/18,1231,1, PACIFIC PREMIER BANCORP INC,1028918,7363,330743196, DE,17901 VON KARMAN AVE,SUITE 1200,IRVINE,CA,92614,17901 VON KARMAN AVE,SUITE 1200,IRVINE,CA,92614
1028918,PACIFIC PREMIER BANCORP INC,10-Q,5/8/19,0001028918-19-000070,3/31/19,1231,1, PACIFIC PREMIER BANCORP INC,1028918,7363,330743196, DE,17901 VON KARMAN AVE,SUITE 1200,IRVINE,CA,92614,17901 VON KARMAN AVE,SUITE 1200,IRVINE,CA,92614
1028918,PACIFIC PREMIER BANCORP INC,10-Q,8/8/19,0001028918-19-000105,6/30/19,1231,1, PACIFIC PREMIER BANCORP INC,1028918,7363,330743196, DE,17901 VON KARMAN AVE,SUITE 1200,IRVINE,CA,92614,17901 VON KARMAN AVE,SUITE 1200,IRVINE,CA,92614
1028918,PACIFIC PREMIER BANCORP INC,10-Q,11/7/19,0001028918-19-000128,9/30/19,1231,1, PACIFIC PREMIER BANCORP INC,1028918,7363,330743196, DE,17901 VON KARMAN AVE,SUITE 1200,IRVINE,CA,92614,17901 VON KARMAN AVE,SUITE 1200,IRVINE,CA,92614
1028918,PACIFIC PREMIER BANCORP INC,10-Q,5/8/20,0001028918-20-000133,3/31/20,1231,1, PACIFIC PREMIER BANCORP INC,1028918,7363,330743196, DE,17901 VON KARMAN AVE,SUITE 1200,IRVINE,CA,92614,17901 VON KARMAN AVE,SUITE 1200,IRVINE,CA,92614
1028918,PACIFIC PREMIER BANCORP INC,10-Q,8/7/20,0001028918-20-000155,6/30/20,1231,1, PACIFIC PREMIER BANCORP INC,1028918,7363,330743196, DE,17901 VON KARMAN AVE,SUITE 1200,IRVINE,CA,92614,17901 VON KARMAN AVE,SUITE 1200,IRVINE,CA,92614
1028918,PACIFIC PREMIER BANCORP INC,10-Q,11/6/20,0001028918-20-000172,9/30/20,1231,1, PACIFIC PREMIER BANCORP INC,1028918,7363,330743196, DE,17901 VON KARMAN AVE,SUITE 1200,IRVINE,CA,92614,17901 VON KARMAN AVE,SUITE 1200,IRVINE,CA,92614
1028918,PACIFIC PREMIER BANCORP INC,10-Q,5/7/21,0001028918-21-000135,3/31/21,1231,1, PACIFIC PREMIER BANCORP INC,1028918,7363,330743196, DE,17901 VON KARMAN AVE,SUITE 1200,IRVINE,CA,92614,17901 VON KARMAN AVE,SUITE 1200,IRVINE,CA,92614
1028918,PACIFIC PREMIER BANCORP INC,10-Q,8/6/21,0001028918-21-000154,6/30/21,1231,1, PACIFIC PREMIER BANCORP INC,1028918,7363,330743196, DE,17901 VON KARMAN AVE,SUITE 1200,IRVINE,CA,92614,17901 VON KARMAN AVE,SUITE 1200,IRVINE,CA,92614
1028918,PACIFIC PREMIER BANCORP INC,10-Q,11/5/21,0001028918-21-000188,9/30/21,1231,1, PACIFIC PREMIER BANCORP INC,1028918,7363,330743196, DE,17901 VON KARMAN AVE,SUITE 1200,IRVINE,CA,92614,17901 VON KARMAN AVE,SUITE 1200,IRVINE,CA,92614
1039828,AMERICAN EQUITY INVESTMENT LIFE HOLDING CO,10-Q,5/9/17,0001039828-17-000053,3/31/17,1231,1, AMERICAN EQUITY INVESTMENT LIFE HOLDING CO,1039828,7363,421447959, IA,6000 WESTOWN PARKWAY,,WEST DEMOINES,IA,50266,6000 WESTOWN PARKWAY,,WEST DES MOINES,IA,50266
1039828,AMERICAN EQUITY INVESTMENT LIFE HOLDING CO,10-Q,8/7/17,0001039828-17-000077,6/30/17,1231,1, AMERICAN EQUITY INVESTMENT LIFE HOLDING CO,1039828,7363,421447959, IA,6000 WESTOWN PARKWAY,,WEST DEMOINES,IA,50266,6000 WESTOWN PARKWAY,,WEST DES MOINES,IA,50266
1039828,AMERICAN EQUITY INVESTMENT LIFE HOLDING CO,10-Q,11/9/17,0001039828-17-000085,9/30/17,1231,1, AMERICAN EQUITY INVESTMENT LIFE HOLDING CO,1039828,7363,421447959, IA,6000 WESTOWN PARKWAY,,WEST DEMOINES,IA,50266,6000 WESTOWN PARKWAY,,WEST DES MOINES,IA,50266
1039828,AMERICAN EQUITY INVESTMENT LIFE HOLDING CO,10-Q,5/8/18,0001039828-18-000027,3/31/18,1231,1, AMERICAN EQUITY INVESTMENT LIFE HOLDING CO,1039828,7363,421447959, IA,6000 WESTOWN PARKWAY,,WEST DEMOINES,IA,50266,6000 WESTOWN PARKWAY,,WEST DES MOINES,IA,50266
1039828,AMERICAN EQUITY INVESTMENT LIFE HOLDING CO,10-Q,8/8/18,0001039828-18-000049,6/30/18,1231,1, AMERICAN EQUITY INVESTMENT LIFE HOLDING CO,1039828,7363,421447959, IA,6000 WESTOWN PARKWAY,,WEST DEMOINES,IA,50266,6000 WESTOWN PARKWAY,,WEST DES MOINES,IA,50266
1039828,AMERICAN EQUITY INVESTMENT LIFE HOLDING CO,10-Q,11/6/18,0001039828-18-000060,9/30/18,1231,1, AMERICAN EQUITY INVESTMENT LIFE HOLDING CO,1039828,7363,421447959, IA,6000 WESTOWN PARKWAY,,WEST DEMOINES,IA,50266,6000 WESTOWN PARKWAY,,WEST DES MOINES,IA,50266
1039828,AMERICAN EQUITY INVESTMENT LIFE HOLDING CO,10-Q,5/8/19,0001039828-19-000026,3/31/19,1231,1, AMERICAN EQUITY INVESTMENT LIFE HOLDING CO,1039828,7363,421447959, IA,6000 WESTOWN PARKWAY,,WEST DEMOINES,IA,50266,6000 WESTOWN PARKWAY,,WEST DES MOINES,IA,50266
1039828,AMERICAN EQUITY INVESTMENT LIFE HOLDING CO,10-Q,8/8/19,0001039828-19-000056,6/30/19,1231,1, AMERICAN EQUITY INVESTMENT LIFE HOLDING CO,1039828,7363,421447959, IA,6000 WESTOWN PARKWAY,,WEST DEMOINES,IA,50266,6000 WESTOWN PARKWAY,,WEST DES MOINES,IA,50266
1039828,AMERICAN EQUITY INVESTMENT LIFE HOLDING CO,10-Q,11/8/19,0001039828-19-000064,9/30/19,1231,1, AMERICAN EQUITY INVESTMENT LIFE HOLDING CO,1039828,7363,421447959, IA,6000 WESTOWN PARKWAY,,WEST DEMOINES,IA,50266,6000 WESTOWN PARKWAY,,WEST DES MOINES,IA,50266
1039828,AMERICAN EQUITY INVESTMENT LIFE HOLDING CO,10-Q,5/11/20,0001039828-20-000041,3/31/20,1231,1, AMERICAN EQUITY INVESTMENT LIFE HOLDING CO,1039828,7363,421447959, IA,6000 WESTOWN PARKWAY,,WEST DEMOINES,IA,50266,6000 WESTOWN PARKWAY,,WEST DES MOINES,IA,50266
1039828,AMERICAN EQUITY INVESTMENT LIFE HOLDING CO,10-Q,8/10/20,0001039828-20-000062,6/30/20,1231,1, AMERICAN EQUITY INVESTMENT LIFE HOLDING CO,1039828,7363,421447959, IA,6000 WESTOWN PARKWAY,,WEST DEMOINES,IA,50266,6000 WESTOWN PARKWAY,,WEST DES MOINES,IA,50266
1039828,AMERICAN EQUITY INVESTMENT LIFE HOLDING CO,10-Q,11/6/20,0001039828-20-000081,9/30/20,1231,1, AMERICAN EQUITY INVESTMENT LIFE HOLDING CO,1039828,7363,421447959, IA,6000 WESTOWN PARKWAY,,WEST DEMOINES,IA,50266,6000 WESTOWN PARKWAY,,WEST DES MOINES,IA,50266
1039828,AMERICAN EQUITY INVESTMENT LIFE HOLDING CO,10-Q,5/10/21,0001039828-21-000033,3/31/21,1231,1, AMERICAN EQUITY INVESTMENT LIFE HOLDING CO,1039828,7363,421447959, IA,6000 WESTOWN PARKWAY,,WEST DEMOINES,IA,50266,6000 WESTOWN PARKWAY,,WEST DES MOINES,IA,50266
1039828,AMERICAN EQUITY INVESTMENT LIFE HOLDING CO,10-Q,8/9/21,0001039828-21-000071,6/30/21,1231,1, AMERICAN EQUITY INVESTMENT LIFE HOLDING CO,1039828,7363,421447959, IA,6000 WESTOWN PARKWAY,,WEST DEMOINES,IA,50266,6000 WESTOWN PARKWAY,,WEST DES MOINES,IA,50266
1039828,AMERICAN EQUITY INVESTMENT LIFE HOLDING CO,10-Q,11/9/21,0001039828-21-000088,9/30/21,1231,1, AMERICAN EQUITY INVESTMENT LIFE HOLDING CO,1039828,7363,421447959, IA,6000 WESTOWN PARKWAY,,WEST DEMOINES,IA,50266,6000 WESTOWN PARKWAY,,WEST DES MOINES,IA,50266
1040829,Ryman Hospitality Properties  Inc ,10-Q,5/4/17,0001193125-17-157900,3/31/17,1231,1," RYMAN HOSPITALITY PROPERTIES, INC.",1040829,7363,730664379, DE,ONE GAYLORD DR,,NASHVILLE,TN,37214,ONE GAYLORD DRIVE,,NASHVILLE,TN,37214
1040829,Ryman Hospitality Properties  Inc ,10-Q,8/8/17,0001193125-17-251159,6/30/17,1231,1," RYMAN HOSPITALITY PROPERTIES, INC.",1040829,7363,730664379, DE,ONE GAYLORD DR,,NASHVILLE,TN,37214,ONE GAYLORD DRIVE,,NASHVILLE,TN,37214
1040829,Ryman Hospitality Properties  Inc ,10-Q,11/7/17,0001193125-17-335593,9/30/17,1231,1," RYMAN HOSPITALITY PROPERTIES, INC.",1040829,7363,730664379, DE,ONE GAYLORD DR,,NASHVILLE,TN,37214,ONE GAYLORD DRIVE,,NASHVILLE,TN,37214
1040829,Ryman Hospitality Properties  Inc ,10-Q,5/3/18,0001193125-18-151067,3/31/18,1231,1," RYMAN HOSPITALITY PROPERTIES, INC.",1040829,7363,730664379, DE,ONE GAYLORD DR,,NASHVILLE,TN,37214,ONE GAYLORD DRIVE,,NASHVILLE,TN,37214
1040829,Ryman Hospitality Properties  Inc ,10-Q,8/8/18,0001193125-18-242585,6/30/18,1231,1," RYMAN HOSPITALITY PROPERTIES, INC.",1040829,7363,730664379, DE,ONE GAYLORD DR,,NASHVILLE,TN,37214,ONE GAYLORD DRIVE,,NASHVILLE,TN,37214
1040829,Ryman Hospitality Properties  Inc ,10-Q,11/7/18,0001558370-18-008750,9/30/18,1231,1," RYMAN HOSPITALITY PROPERTIES, INC.",1040829,7363,730664379, DE,ONE GAYLORD DR,,NASHVILLE,TN,37214,ONE GAYLORD DRIVE,,NASHVILLE,TN,37214
1040829,Ryman Hospitality Properties  Inc ,10-Q,5/7/19,0001558370-19-004224,3/31/19,1231,1," RYMAN HOSPITALITY PROPERTIES, INC.",1040829,7363,730664379, DE,ONE GAYLORD DR,,NASHVILLE,TN,37214,ONE GAYLORD DRIVE,,NASHVILLE,TN,37214
1040829,Ryman Hospitality Properties  Inc ,10-Q,8/6/19,0001558370-19-007181,6/30/19,1231,1," RYMAN HOSPITALITY PROPERTIES, INC.",1040829,7363,730664379, DE,ONE GAYLORD DR,,NASHVILLE,TN,37214,ONE GAYLORD DRIVE,,NASHVILLE,TN,37214
1040829,Ryman Hospitality Properties  Inc ,10-Q,11/5/19,0001558370-19-009954,9/30/19,1231,1," RYMAN HOSPITALITY PROPERTIES, INC.",1040829,7363,730664379, DE,ONE GAYLORD DR,,NASHVILLE,TN,37214,ONE GAYLORD DRIVE,,NASHVILLE,TN,37214
1040829,Ryman Hospitality Properties  Inc ,10-Q,5/7/20,0001558370-20-005615,3/31/20,1231,1," RYMAN HOSPITALITY PROPERTIES, INC.",1040829,7363,730664379, DE,ONE GAYLORD DR,,NASHVILLE,TN,37214,ONE GAYLORD DRIVE,,NASHVILLE,TN,37214
1040829,Ryman Hospitality Properties  Inc ,10-Q,8/6/20,0001558370-20-009570,6/30/20,1231,1," RYMAN HOSPITALITY PROPERTIES, INC.",1040829,7363,730664379, DE,ONE GAYLORD DR,,NASHVILLE,TN,37214,ONE GAYLORD DRIVE,,NASHVILLE,TN,37214
1040829,Ryman Hospitality Properties  Inc ,10-Q,11/3/20,0001558370-20-012366,9/30/20,1231,1," RYMAN HOSPITALITY PROPERTIES, INC.",1040829,7363,730664379, DE,ONE GAYLORD DR,,NASHVILLE,TN,37214,ONE GAYLORD DRIVE,,NASHVILLE,TN,37214
1040829,Ryman Hospitality Properties  Inc ,10-Q,5/4/21,0001558370-21-005653,3/31/21,1231,1," RYMAN HOSPITALITY PROPERTIES, INC.",1040829,7363,730664379, DE,ONE GAYLORD DR,,NASHVILLE,TN,37214,ONE GAYLORD DRIVE,,NASHVILLE,TN,37214
1040829,Ryman Hospitality Properties  Inc ,10-Q,8/3/21,0001558370-21-009927,6/30/21,1231,1," RYMAN HOSPITALITY PROPERTIES, INC.",1040829,7363,730664379, DE,ONE GAYLORD DR,,NASHVILLE,TN,37214,ONE GAYLORD DRIVE,,NASHVILLE,TN,37214
1040829,Ryman Hospitality Properties  Inc ,10-Q,11/2/21,0001558370-21-014054,9/30/21,1231,1," RYMAN HOSPITALITY PROPERTIES, INC.",1040829,7363,730664379, DE,ONE GAYLORD DR,,NASHVILLE,TN,37214,ONE GAYLORD DRIVE,,NASHVILLE,TN,37214
1096056,LUXFER HOLDINGS PLC,10-Q,5/1/19,0001096056-19-000026,3/31/19,1231,1, LUXFER HOLDINGS PLC,1096056,7363,0, X0,LUMNS LANE,,MANCHESTER,X0, m27 8ln,LUMNS LANE,,MANCHESTER,X0, m27 8ln
1096056,LUXFER HOLDINGS PLC,10-Q,7/31/19,0001096056-19-000051,6/30/19,1231,1, LUXFER HOLDINGS PLC,1096056,7363,0, X0,LUMNS LANE,,MANCHESTER,X0, m27 8ln,LUMNS LANE,,MANCHESTER,X0, m27 8ln
1096056,LUXFER HOLDINGS PLC,10-Q,10/30/19,0001096056-19-000062,9/29/19,1231,1, LUXFER HOLDINGS PLC,1096056,7363,0, X0,LUMNS LANE,,MANCHESTER,X0, m27 8ln,LUMNS LANE,,MANCHESTER,X0, m27 8ln
1096056,LUXFER HOLDINGS PLC,10-Q,4/27/20,0001096056-20-000030,3/29/20,1231,1, LUXFER HOLDINGS PLC,1096056,7363,0, X0,LUMNS LANE,,MANCHESTER,X0, m27 8ln,LUMNS LANE,,MANCHESTER,X0, m27 8ln
1096056,LUXFER HOLDINGS PLC,10-Q,7/27/20,0001096056-20-000048,6/28/20,1231,1, LUXFER HOLDINGS PLC,1096056,7363,0, X0,LUMNS LANE,,MANCHESTER,X0, m27 8ln,LUMNS LANE,,MANCHESTER,X0, m27 8ln
1096056,LUXFER HOLDINGS PLC,10-Q,10/26/20,0001096056-20-000058,9/27/20,1231,1, LUXFER HOLDINGS PLC,1096056,7363,0, X0,LUMNS LANE,,MANCHESTER,X0, m27 8ln,LUMNS LANE,,MANCHESTER,X0, m27 8ln
1096056,LUXFER HOLDINGS PLC,10-Q,4/26/21,0001096056-21-000022,3/28/21,1231,1, LUXFER HOLDINGS PLC,1096056,7363,0, X0,LUMNS LANE,,MANCHESTER,X0, m27 8ln,LUMNS LANE,,MANCHESTER,X0, m27 8ln
1096056,LUXFER HOLDINGS PLC,10-Q,7/26/21,0001096056-21-000036,6/27/21,1231,1, LUXFER HOLDINGS PLC,1096056,7363,0, X0,LUMNS LANE,,MANCHESTER,X0, m27 8ln,LUMNS LANE,,MANCHESTER,X0, m27 8ln
1096056,LUXFER HOLDINGS PLC,10-Q,10/25/21,0001096056-21-000050,9/26/21,1231,1, LUXFER HOLDINGS PLC,1096056,7363,0, X0,LUMNS LANE,,MANCHESTER,X0, m27 8ln,LUMNS LANE,,MANCHESTER,X0, m27 8ln
1099590,MERCADOLIBRE INC,10-Q,5/5/17,0001562762-17-000054,3/31/17,,1, MERCADOLIBRE INC,1099590,7363,980212790,,"ARIAS 3751, 7TH FLOOR",,BUENOS AIRES,C1, c1430crg,"ARIAS 3751, 7TH FLOOR",,BUENOS AIRES,C1, c1430crg
1099590,MERCADOLIBRE INC,10-Q,8/4/17,0001562762-17-000120,6/30/17,,1, MERCADOLIBRE INC,1099590,7363,980212790,,"ARIAS 3751, 7TH FLOOR",,BUENOS AIRES,C1, c1430crg,"ARIAS 3751, 7TH FLOOR",,BUENOS AIRES,C1, c1430crg
1099590,MERCADOLIBRE INC,10-Q,11/3/17,0001562762-17-000173,9/30/17,,1, MERCADOLIBRE INC,1099590,7363,980212790,,"ARIAS 3751, 7TH FLOOR",,BUENOS AIRES,C1, c1430crg,"ARIAS 3751, 7TH FLOOR",,BUENOS AIRES,C1, c1430crg
1099590,MERCADOLIBRE INC,10-Q,5/10/18,0001562762-18-000158,3/31/18,,1, MERCADOLIBRE INC,1099590,7363,980212790,,"ARIAS 3751, 7TH FLOOR",,BUENOS AIRES,C1, c1430crg,"ARIAS 3751, 7TH FLOOR",,BUENOS AIRES,C1, c1430crg
1099590,MERCADOLIBRE INC,10-Q,8/9/18,0001562762-18-000229,6/30/18,,1, MERCADOLIBRE INC,1099590,7363,980212790,,"ARIAS 3751, 7TH FLOOR",,BUENOS AIRES,C1, c1430crg,"ARIAS 3751, 7TH FLOOR",,BUENOS AIRES,C1, c1430crg
1099590,MERCADOLIBRE INC,10-Q,11/2/18,0001562762-18-000323,9/30/18,,1, MERCADOLIBRE INC,1099590,7363,980212790,,"ARIAS 3751, 7TH FLOOR",,BUENOS AIRES,C1, c1430crg,"ARIAS 3751, 7TH FLOOR",,BUENOS AIRES,C1, c1430crg
